model,save_path,in_size,out_size,keep_only,RMSE,MAE,MSE,MAPE,RMSE_by_timestep,MAE_by_timestep,MSE_by_timestep,MAPE_by_timestep,loss,val_loss,columns
V0,../../saved_models/model_V0.181,8,8,None,0.4099663588484853,0.31165782631880534,0.16807241538748502,0.578308486098263,"0.27272003356030555,0.34354340091273977,0.39245425096472697,0.4118725195049212,0.43621581615841587,0.4538919661972696,0.46240384292775255,0.4673352730758807","0.21539190052909868,0.26324827506529647,0.29755482508157116,0.318691083752627,0.3330151963301303,0.34817256053898915,0.3559270153832652,0.36126175386946524","0.0743762167051342,0.11802206831069144,0.1540203391002849,0.1696389723233317,0.1902842382667529,0.20601791697842337,0.21381731395435363,0.218402257460908","0.45257192983096,0.5191783233369418,0.5272378477684404,0.5852456646272627,0.5888866287446406,0.6268926637830228,0.6559807164325365,0.6704741142622993","0.10749451071023941,0.10263451933860779,0.09820599853992462,0.09383352100849152,0.08937913924455643,0.08512124419212341,0.08067215979099274,0.07615113258361816,0.07189954817295074,0.06754381209611893,0.06242566183209419,0.058010101318359375,0.05330787971615791,0.049120914191007614,0.04495310038328171,0.04199102893471718,0.038838472217321396,0.036244265735149384,0.0348593108355999,0.033924687653779984,0.033569011837244034,0.0335848368704319,0.03358857333660126,0.03376244008541107,0.03357604518532753,0.034350551664829254,0.032442785799503326,0.032713569700717926,0.032221924513578415,0.031906746327877045,0.031137902289628983,0.030419832095503807,0.030496468767523766,0.02987712062895298,0.029721233993768692,0.0290059931576252","0.7566891312599182,0.7319090962409973,0.707574188709259,0.6833049654960632,0.6584761738777161,0.6328651309013367,0.606311559677124,0.5788158774375916,0.5503053069114685,0.5208061933517456,0.49051395058631897,0.4597640931606293,0.42897728085517883,0.39881157875061035,0.36985936760902405,0.34296903014183044,0.31900694966316223,0.298748642206192,0.28266337513923645,0.2707250118255615,0.26260897517204285,0.2575245201587677,0.2544843852519989,0.2526790201663971,0.251677006483078,0.25137248635292053,0.2517528831958771,0.25294235348701477,0.2548958361148834,0.2575230002403259,0.26053038239479065,0.26361480355262756,0.26662710309028625,0.269246906042099,0.2713037431240082,0.2726931869983673","Alface Crespa - Roça"
V0,../../saved_models/model_V0.182,8,8,None,0.4010742606338978,0.29226324619793137,0.16086056254302777,0.4266801140210589,"0.29054950339129865,0.3791655451327064,0.38773067778010956,0.3982407685437613,0.4104070510449871,0.42794018602697725,0.45054702074165587,0.4418244213733913","0.21729405367490418,0.27143401702456516,0.27758763177097434,0.2868479874303329,0.29714966188242986,0.31243163351986325,0.33953393097040807,0.3358270533099732","0.08441901392093028,0.1437665106157824,0.15033507849182315,0.15859570973032563,0.16843394754744265,0.18313280281680389,0.2029926178991821,0.19520881932193201","0.3744188905851885,0.40498043560999014,0.41786142362282847,0.41736908089475,0.4150056081306266,0.4292458020821274,0.4764832051886347,0.4780764660543251","0.11229520291090012,0.10286611318588257,0.09346107393503189,0.08462464064359665,0.07632524520158768,0.06731906533241272,0.05930555984377861,0.051858410239219666,0.044822514057159424,0.038684967905282974,0.03413498029112816,0.030265644192695618,0.02932685613632202,0.027931613847613335,0.02844834327697754,0.02889248915016651,0.028656136244535446,0.028451554477214813,0.028222858905792236,0.027462266385555267,0.02647518925368786,0.025975830852985382,0.025929171591997147,0.0249232966452837,0.02582644671201706,0.025435537099838257,0.024898700416088104","0.7603030800819397,0.7225157618522644,0.6850733757019043,0.6468680500984192,0.6072778105735779,0.5661625862121582,0.5235599875450134,0.4800465404987335,0.43648436665534973,0.39406266808509827,0.3546171188354492,0.3200363218784332,0.29205191135406494,0.2713165581226349,0.25770303606987,0.25040218234062195,0.2483171969652176,0.25072476267814636,0.25669756531715393,0.26521313190460205,0.27514201402664185,0.2851012647151947,0.29458048939704895,0.3025806248188019,0.3082428276538849,0.31173646450042725,0.3130404055118561","Alface Crespa - Roça,TEMPERATURA DO PONTO DE ORVALHO (°C)"
V0,../../saved_models/model_V0.183,8,8,None,0.39939850215377337,0.29064675266063034,0.1595191635226777,0.4263280806414626,"0.3144955068525049,0.3671501447170975,0.39657364988132887,0.41621048504514446,0.4146281024848372,0.41811271191202726,0.4228345819629969,0.4317650298566108","0.23147100872639859,0.2632927276046852,0.285067990302641,0.3010503778758355,0.29916039770668246,0.3043702823464919,0.3113409737916576,0.3294202629306513","0.09890742383041395,0.13479922876578562,0.15727065978019883,0.17323116786151443,0.1719164633701767,0.1748182398624299,0.17878908370382235,0.18642104100708","0.3707256686378885,0.4025314858451661,0.4172789542625456,0.4169084496135205,0.4363946342221761,0.4418094452885445,0.44873485479824937,0.4762411524636098","0.1136992797255516,0.10349472612142563,0.09378643333911896,0.08464449644088745,0.07572650909423828,0.06653621047735214,0.05818347632884979,0.05008384585380554,0.04326574131846428,0.036408815532922745,0.03196023404598236,0.028433075174689293,0.027335066348314285,0.02751319669187069,0.02825157903134823,0.029773568734526634,0.02961323969066143,0.02924269624054432,0.02862553484737873,0.027958551421761513,0.02701161429286003,0.026002705097198486,0.026025107130408287,0.02521147020161152,0.02524818852543831,0.024651335552334785","0.7706025242805481,0.7313067317008972,0.6920490264892578,0.6516217589378357,0.6097357869148254,0.5659224987030029,0.5201308131217957,0.47319936752319336,0.4262595474720001,0.3809150755405426,0.33913496136665344,0.3030436336994171,0.27470123767852783,0.2552460730075836,0.24423867464065552,0.24033541977405548,0.2420368194580078,0.2482898086309433,0.25797227025032043,0.2696913778781891,0.28216060996055603,0.29417380690574646,0.304657518863678,0.31271788477897644,0.31791940331459045,0.32057538628578186","Alface Crespa - Roça,TEMPERATURA DO PONTO DE ORVALHO (°C)"
V0,../../saved_models/model_V0.184,8,8,None,0.39404021430982955,0.28624930478155997,0.15526769049333639,0.42555833160575546,"0.29201381103401486,0.36201641600495216,0.39399084446907473,0.4095946369703898,0.4097032950977241,0.4191198073056006,0.4156056616116357,0.4319383655583159","0.21716734780310343,0.26105781962948404,0.2813576385255003,0.2957244863467667,0.2943412799944304,0.3072524599527849,0.30418477760020224,0.3289086284002081","0.08527206583460935,0.1310558854570706,0.15522878552545463,0.1677677666349054,0.16785679001393278,0.17566141287588377,0.17272806596364543,0.1865707516411893","0.3714785689047978,0.3982924482315062,0.4101710248711877,0.4195547577567734,0.43863594954309726,0.44610239818854425,0.43993677730841657,0.48029472804172096","0.1084446981549263,0.0998002365231514,0.09155347943305969,0.08276063948869705,0.07473621517419815,0.06650186330080032,0.057981181889772415,0.050685424357652664,0.043621405959129333,0.0375455804169178,0.03255075961351395,0.028836878016591072,0.027653327211737633,0.02784418687224388,0.028414785861968994,0.029264062643051147,0.02982761152088642,0.029495488852262497,0.028171395882964134,0.027722112834453583,0.026239486411213875,0.025462571531534195,0.02506597526371479,0.02512751892209053,0.025491628795862198,0.024788683280348778","0.7560653686523438,0.7185516357421875,0.6805137991905212,0.6411967277526855,0.6000486016273499,0.5570237636566162,0.5121375918388367,0.46609029173851013,0.42008116841316223,0.3756524622440338,0.3346847593784332,0.2995162308216095,0.2720647156238556,0.2535080015659332,0.24330998957157135,0.24011892080307007,0.242298886179924,0.24887724220752716,0.25867441296577454,0.27036044001579285,0.28248968720436096,0.29392334818840027,0.3037779629230499,0.31131601333618164,0.3161608874797821,0.31835564970970154","Alface Crespa - Roça,TEMPERATURA DO PONTO DE ORVALHO (°C)"
V0,../../saved_models/model_V0.185,8,8,None,0.39772077351070406,0.29033279970146336,0.15818181368195278,0.4325116659550912,"0.3250070892466328,0.3414632046651451,0.3861687835247391,0.4116914976003404,0.4149294046490669,0.4238009432999683,0.4279692276886242,0.4355229643276062","0.23879180902950659,0.24612733633703449,0.2772717377650977,0.2974325646860111,0.30178098545298476,0.30981991128714576,0.31644748116884863,0.334990571885078","0.10562960806056873,0.1165971201401908,0.1491263293689768,0.1694898891964111,0.17216641084242912,0.17960723954194294,0.18315765984839746,0.18968025245670533","0.3890072670459176,0.40473433386178614,0.40930930311930536,0.43221582520752716,0.44289456736275185,0.44201043874649376,0.4453129181948244,0.4946086741021238","0.10466793179512024,0.09568604826927185,0.08667977899312973,0.07813583314418793,0.07057973742485046,0.06271370500326157,0.05488744378089905,0.04786664620041847,0.04098530858755112,0.035242579877376556,0.03155334293842316,0.029270615428686142,0.027876585721969604,0.028923049569129944,0.02949078567326069,0.02907412499189377,0.03058978170156479,0.02942611463367939,0.028167445212602615,0.028244195505976677,0.026905981823801994,0.025679517537355423,0.025441419333219528,0.025504890829324722,0.02516462467610836,0.025073176249861717","0.7376044392585754,0.6992514729499817,0.6608899235725403,0.6215512156486511,0.5805726051330566,0.5379259586334229,0.4937763214111328,0.4488890469074249,0.40444985032081604,0.3621107041835785,0.3239971399307251,0.2922345697879791,0.26815107464790344,0.2527182102203369,0.24500946700572968,0.2435522824525833,0.24718743562698364,0.2545793354511261,0.2647513449192047,0.27656829357147217,0.2889179289340973,0.30010780692100525,0.30906370282173157,0.31530871987342834,0.31891492009162903,0.31999799609184265","Alface Crespa - Roça,TEMPERATURA DO PONTO DE ORVALHO (°C)"
V0,../../saved_models/model_V0.186,8,8,None,0.39767871176139374,0.28870831935286984,0.1581483577882017,0.42944262768361363,"0.3074828507825873,0.37812539396751493,0.39056241501540206,0.3973506685587712,0.41942487245473825,0.4174404720017144,0.4287254366291158,0.42808471133510373","0.22784984571038275,0.2705830279523641,0.2790713646400541,0.2858098992596311,0.30401039085070336,0.30155316474086286,0.3158629975706308,0.32492586409833013","0.09454570352538684,0.1429788135630884,0.15253900002266316,0.15788755380410247,0.17591722363367343,0.1742565476650141,0.18380550001282597,0.18325652007885906","0.3808246448220041,0.40462476439069484,0.4180727049598672,0.4140181743970972,0.41927163105744997,0.45580589249494746,0.4624100047605236,0.4805132045863245","0.10652744024991989,0.09549836069345474,0.08545409888029099,0.07561377435922623,0.065873883664608,0.057432495057582855,0.049652427434921265,0.04235931858420372,0.03649076819419861,0.03201551362872124,0.028337599709630013,0.028464488685131073,0.028271954506635666,0.02920611947774887,0.029946383088827133,0.029836243018507957,0.029011037200689316,0.02944089099764824,0.027941221371293068,0.027642041444778442,0.026526065543293953,0.026500673964619637,0.026145759969949722,0.026330161839723587,0.025436311960220337","0.7412758469581604,0.6945791244506836,0.6480626463890076,0.601276159286499,0.5539122223854065,0.5063996911048889,0.45931053161621094,0.41362276673316956,0.3706347644329071,0.33195874094963074,0.29916903376579285,0.273549348115921,0.25573718547821045,0.24538163840770721,0.2410719245672226,0.24177531898021698,0.2465357929468155,0.2544838488101959,0.26453983783721924,0.27587589621543884,0.28714892268180847,0.2971886694431305,0.3051384389400482,0.3107375502586365,0.31389865279197693","Alface Crespa - Roça,TEMPERATURA DO PONTO DE ORVALHO (°C)"
V0,../../saved_models/model_V0.187,8,8,None,0.3961644298617448,0.2864979323640609,0.15694625548768132,0.4280652763838133,"0.3289261130876892,0.35364650790680274,0.3950296070061537,0.39743545120813195,0.41542050518329166,0.42203518431284126,0.4184370768488895,0.4272364626068247","0.2402319924716556,0.25358779392030295,0.282653691617596,0.2843634811520059,0.2994699537272307,0.3060466198329751,0.3055659165607227,0.3200640096299989","0.10819238787097529,0.12506585255467628,0.15604839041143623,0.15795493787701143,0.17257419612674127,0.1781136967979739,0.17508958728184346,0.1825309949807927","0.36754491199949796,0.41047356444104616,0.4180656980830804,0.43428802647227993,0.430363309517157,0.44188280504892546,0.4540441225328189,0.4678597729757016","0.11438905447721481,0.10426769405603409,0.09437593817710876,0.08474913984537125,0.07578346133232117,0.0665118396282196,0.057915639132261276,0.05046640709042549,0.04294557496905327,0.03703618422150612,0.03220266103744507,0.029200540855526924,0.027857022359967232,0.02854047156870365,0.02879514917731285,0.02902841754257679,0.03061535581946373,0.0304037444293499,0.028767194598913193,0.028136547654867172,0.027483539655804634,0.025942202657461166,0.026160521432757378,0.025353290140628815,0.025325091555714607,0.02565726824104786","0.7669375538825989,0.726155698299408,0.6851654052734375,0.6433262228965759,0.6001495718955994,0.555474042892456,0.5096809267997742,0.46357107162475586,0.41797366738319397,0.3744400441646576,0.33484116196632385,0.30105143785476685,0.27462831139564514,0.25668540596961975,0.24671781063079834,0.2433023452758789,0.24517732858657837,0.25125065445899963,0.2602635324001312,0.2711235284805298,0.2830599844455719,0.2945577800273895,0.30448418855667114,0.31192776560783386,0.31671831011772156,0.318838506937027","Alface Crespa - Roça,TEMPERATURA DO PONTO DE ORVALHO (°C)"
V0,../../saved_models/model_V0.188,8,8,None,0.3996360836597945,0.2920131182044352,0.15970899936293828,0.4339201953236434,"0.33135072809590843,0.36802755838476475,0.39681449941159413,0.3995912960011071,0.4107129769685424,0.4250342323372184,0.4236331138905446,0.43185089103369667","0.24276150570257574,0.2639710420236903,0.2847653850666887,0.28675514190733675,0.29820179088014587,0.3113992108562757,0.31383876039123587,0.33441210880753286","0.10979330500968865,0.13544428373065143,0.15746174694327403,0.15967320383984437,0.16868514945036248,0.18065409865848853,0.17946501518459912,0.18649519208659776","0.3755822549676669,0.40417160711715,0.4218191296046706,0.4265006609786804,0.43293000707684665,0.44389919831633673,0.4701895929684094,0.49626911155938697","0.10453693568706512,0.09575174003839493,0.08792701363563538,0.07955873757600784,0.07149845361709595,0.06357570737600327,0.055683258920907974,0.04816003143787384,0.04100697860121727,0.03577093034982681,0.0318625345826149,0.02894887700676918,0.027834858745336533,0.028173480182886124,0.02877357229590416,0.03045780025422573,0.029706304892897606,0.029453907161951065,0.028396006673574448,0.02776223048567772,0.0270778089761734,0.026168974116444588,0.026282433420419693,0.025924773886799812,0.02559785358607769,0.02558586373925209","0.7376250624656677,0.7013718485832214,0.6642122864723206,0.6257696747779846,0.5854261517524719,0.5430831909179688,0.49912703037261963,0.4540523588657379,0.40905579924583435,0.36602839827537537,0.327080100774765,0.29438698291778564,0.2694152593612671,0.25283345580101013,0.24417121708393097,0.24245691299438477,0.2461082935333252,0.253751665353775,0.2640186846256256,0.2755803167819977,0.28700581192970276,0.29719340801239014,0.30534741282463074,0.31116729974746704,0.3149743974208832,0.3165092170238495","Alface Crespa - Roça,TEMPERATURA DO PONTO DE ORVALHO (°C)"
V0,../../saved_models/model_V0.189,8,8,None,0.3934146220275563,0.2856844208477076,0.154775064825085,0.4344209604928948,"0.30465187166086993,0.36336646350175167,0.37911170542755673,0.3976398609828871,0.41586088292951495,0.41414566802409936,0.4303821746167645,0.4264079034678651","0.22615694804199218,0.26121522083318244,0.2701541356376159,0.2860542377944631,0.3014116041805532,0.30012513318071643,0.3165076470906957,0.32385044002244234","0.09281276290647117,0.13203518679776982,0.14372568519219053,0.15811745904248978,0.17294027395091574,0.17151663434312753,0.18522881622785514,0.18182370013986018","0.3790582489546452,0.3941586801493859,0.42492341023984936,0.4269792263408199,0.4265483974387555,0.44593250810415747,0.48527600921045017,0.4924912035050952","0.10649454593658447,0.09822135418653488,0.09021826088428497,0.08253002911806107,0.07429396361112595,0.06646306812763214,0.058703675866127014,0.05099406838417053,0.04387134686112404,0.038129858672618866,0.0326986201107502,0.02964429184794426,0.02812746725976467,0.02817620523273945,0.028935883194208145,0.029641401022672653,0.030203383415937424,0.029967883601784706,0.028704242780804634,0.02838328294456005,0.02696555107831955,0.02662954106926918,0.026851635426282883,0.025752108544111252,0.02570738084614277,0.025528250262141228","0.7441368103027344,0.709319531917572,0.6737179756164551,0.6364392638206482,0.5968183875083923,0.5550851821899414,0.5115554332733154,0.4666233956813812,0.42135587334632874,0.37733542919158936,0.3366362750530243,0.30145183205604553,0.273439884185791,0.2536478340625763,0.2419203519821167,0.23705632984638214,0.23771929740905762,0.24285735189914703,0.2513699233531952,0.2619607150554657,0.2732033431529999,0.2838631272315979,0.2932736575603485,0.30059799551963806,0.3052942454814911,0.30758795142173767","Alface Crespa - Roça,TEMPERATURA DO PONTO DE ORVALHO (°C)"
V0,../../saved_models/model_V0.190,8,8,None,0.4087698312609628,0.2996375954822931,0.16709277494911598,0.44002888222456793,"0.32237744609178864,0.3527938402207905,0.37078984760078065,0.41214681323291924,0.4086679483749469,0.4422245531572466,0.47932093890339117,0.4568159054688516","0.23561086085603963,0.25404684563952057,0.26692401470732197,0.29927877067864184,0.2962264552478361,0.3257266947288483,0.36570256441481247,0.3535845575853241","0.10392721774866409,0.12446349369773267,0.13748511108381015,0.1698649956580508,0.1670094920289883,0.19556255541512643,0.22974856247122843,0.20868077148932673","0.36598509138006485,0.4086125182664623,0.43090420358672316,0.44126749396113085,0.44322475586316923,0.45369357092892204,0.47945819674262247,0.4970852270674483","0.1056949719786644,0.09638499468564987,0.08717455714941025,0.07878691703081131,0.07039251923561096,0.06181558966636658,0.05437087267637253,0.047291386872529984,0.041071817278862,0.03653327748179436,0.03311966359615326,0.03167711943387985,0.030316591262817383,0.029879888519644737,0.02900189347565174,0.029695086181163788,0.029193032532930374,0.02783133275806904,0.02675669826567173,0.026767345145344734,0.026289019733667374,0.026225268840789795,0.02609330043196678,0.025527212768793106,0.024980133399367332,0.02585507184267044","0.7326504588127136,0.6932782530784607,0.6538428068161011,0.6138289570808411,0.5729910731315613,0.5316140055656433,0.4898040294647217,0.447810560464859,0.4069792330265045,0.36874648928642273,0.3347570598125458,0.3062664568424225,0.2840494215488434,0.268178254365921,0.25842735171318054,0.25437861680984497,0.2552020251750946,0.25979864597320557,0.26686933636665344,0.27541083097457886,0.28450074791908264,0.2927480638027191,0.2994530498981476,0.30425360798835754,0.3067699074745178,0.3076534569263458","Alface Crespa - Roça,TEMPERATURA DO PONTO DE ORVALHO (°C)"
