Alface Crespa - Roça,TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C)_max,Alface Crespa - Roça_+50
0.5138888888888888,18.4,0.4305555555555556
0.5416666666666666,18.4,0.4444444444444444
0.4677777777777778,17.0,0.4538888888888889
0.375,17.3,0.3544444444444444
0.3222222222222222,18.1,0.315
0.55,16.6,0.7777777777777778
0.58,19.2,0.7777777777777778
0.6016666666666667,17.3,0.5880555555555556
0.4055555555555555,16.7,0.3983333333333333
0.3722222222222222,16.0,0.3888888888888889
0.4111111111111111,14.3,0.3705555555555555
0.4222222222222222,15.5,0.3427777777777778
0.4294444444444444,15.5,0.3472222222222222
0.4072222222222222,15.1,0.2961111111111111
0.3888888888888889,14.2,0.2961111111111111
0.3333333333333333,15.0,0.2961111111111111
0.3127777777777777,17.5,0.25
0.2744444444444445,14.5,0.25
0.2455555555555555,16.4,0.2572222222222222
0.2405555555555555,16.0,0.2638888888888889
0.2294444444444444,17.8,0.2361111111111111
0.2405555555555555,17.5,0.25
0.2055555555555555,18.3,0.2316666666666666
0.2016666666666666,18.9,0.2405555555555555
0.1877777777777777,20.6,0.315
0.2016666666666666,18.8,0.3415
0.2155555555555555,19.3,0.2638888888888889
0.2022222222222221,18.8,0.2394444444444444
0.1888888888888888,19.5,0.2777777777777778
0.2294444444444444,19.8,0.3472222222222222
0.3194444444444444,20.4,0.4166666666666667
0.3405555555555555,20.7,0.3544444444444444
0.4627777777777778,21.3,0.359074074074074
0.4499999999999999,21.2,0.3637037037037036
0.3727777777777777,21.1,0.3683333333333333
0.4072222222222222,22.4,0.4027777777777778
0.4072222222222222,22.5,0.2777777777777778
0.4416666666666666,21.3,0.3238888888888889
0.4872222222222222,22.2,0.4538888888888889
0.4305555555555556,21.9,0.4583333333333333
0.3572222222222222,20.6,0.3516666666666667
0.3266666666666666,22.1,0.3516666666666667
0.4305555555555556,21.9,0.3472222222222222
0.5161111111111111,21.4,0.2583333333333333
0.4905555555555556,23.4,0.3299999999999999
0.4072222222222222,22.6,0.3888888888888889
0.4277777777777778,22.5,0.4516666666666667
0.4811111111111111,22.8,0.3983333333333333
0.5344444444444444,20.9,0.4227777777777778
0.6183333333333334,21.0,0.5211111111111112
0.5522222222222222,20.0,0.5138888888888888
0.6611111111111111,17.4,0.5416666666666666
0.6155555555555555,20.5,0.4677777777777778
0.5555555555555556,19.6,0.375
0.4777777777777777,17.7,0.3222222222222222
0.3683333333333333,18.4,0.55
0.3433333333333332,16.0,0.58
0.3183333333333333,17.0,0.6016666666666667
0.2933333333333333,17.7,0.4055555555555555
0.25,17.6,0.3722222222222222
0.2544444444444445,16.4,0.4111111111111111
0.2833333333333333,15.9,0.4222222222222222
0.3983333333333333,16.4,0.4294444444444444
0.4183333333333333,16.2,0.4072222222222222
0.32,16.1,0.3888888888888889
0.36,16.0,0.3333333333333333
0.3433333333333333,17.8,0.3127777777777777
0.35,19.1,0.2744444444444445
0.4427777777777777,15.7,0.2455555555555555
0.5433333333333333,15.2,0.2405555555555555
0.6044444444444445,15.4,0.2294444444444444
0.5,18.3,0.2405555555555555
0.4166666666666667,17.8,0.2055555555555555
0.4166666666666667,19.5,0.2016666666666666
0.3772222222222222,19.7,0.1877777777777777
0.4088888888888889,20.6,0.2016666666666666
0.4444444444444444,21.5,0.2155555555555555
0.3705555555555555,20.2,0.2022222222222221
0.3644444444444444,19.7,0.1888888888888888
0.4238888888888888,22.0,0.2294444444444444
0.3611111111111111,18.16122448979592,0.3194444444444444
0.3611111111111111,19.1,0.3405555555555555
0.3288888888888889,17.2,0.4627777777777778
0.3366666666666666,18.4,0.4499999999999999
0.3055555555555556,18.3,0.3727777777777777
0.3011111111111111,22.6,0.4072222222222222
0.2638888888888889,23.5,0.4072222222222222
0.3425925925925926,22.5,0.4416666666666666
0.4212962962962963,24.1,0.4872222222222222
0.5,22.2,0.4305555555555556
0.4627777777777778,22.4,0.3572222222222222
0.4794444444444445,23.7,0.3266666666666666
0.6147222222222223,22.8,0.4305555555555556
0.75,21.4,0.5161111111111111
0.8405555555555556,22.1,0.4905555555555556
0.8516666666666667,23.1,0.4072222222222222
0.9188888888888888,23.4,0.4277777777777778
0.9861111111111112,23.5,0.4811111111111111
1.018333333333333,23.4,0.5344444444444444
0.9722222222222222,23.6,0.6183333333333334
0.75,21.6,0.5522222222222222
0.715,23.7,0.6611111111111111
0.5766666666666667,21.2,0.6155555555555555
0.5505555555555556,21.6,0.5555555555555556
0.6005555555555556,21.9,0.4777777777777777
0.5,21.7,0.3683333333333333
0.3172222222222222,21.2,0.3433333333333332
0.3172222222222222,21.1,0.3183333333333333
0.2866666666666667,19.0,0.2933333333333333
0.3127777777777777,20.6,0.25
0.5,18.3,0.2544444444444445
0.535,18.4,0.2833333333333333
0.5766666666666667,17.0,0.3983333333333333
0.4894444444444444,18.4,0.4183333333333333
0.4477777777777778,17.9,0.32
0.4944444444444444,13.9,0.36
0.4827777777777777,16.8,0.3433333333333333
0.4305555555555556,15.2,0.35
0.3783333333333333,15.8,0.4427777777777777
0.4038888888888888,18.4,0.5433333333333333
0.3422222222222222,17.5,0.6044444444444445
0.2916666666666667,16.5,0.5
0.2916666666666667,18.4,0.4166666666666667
0.2916666666666667,19.8,0.4166666666666667
0.2966666666666666,19.5,0.3772222222222222
0.2966666666666666,21.2,0.4088888888888889
0.2966666666666666,16.7,0.4444444444444444
0.2972222222222222,19.3,0.3705555555555555
0.3055555555555556,21.1,0.3644444444444444
0.3088888888888889,20.5,0.4238888888888888
0.3088888888888889,21.3,0.3611111111111111
0.3088888888888889,22.0,0.3611111111111111
0.3316666666666666,23.0,0.3288888888888889
0.3472222222222222,21.7,0.3366666666666666
0.3472222222222222,21.8,0.3055555555555556
0.3472222222222222,22.1,0.3011111111111111
0.4688888888888888,20.7,0.2638888888888889
0.58,22.5,0.3425925925925926
0.6061111111111112,21.8,0.4212962962962963
0.5707407407407408,21.7,0.5
0.5353703703703704,21.8,0.4627777777777778
0.5,24.1,0.4794444444444445
0.5166666666666667,24.0,0.6147222222222223
0.4905555555555556,20.0,0.75
0.4516666666666667,24.3,0.8405555555555556
0.4238888888888888,21.9,0.8516666666666667
0.4233333333333333,22.0,0.9188888888888888
0.5161111111111111,22.3,0.9861111111111112
0.4755555555555555,20.8,1.018333333333333
0.4816666666666667,20.4,0.9722222222222222
0.548888888888889,21.7,0.75
0.5538888888888889,22.4,0.715
0.4583333333333333,21.6,0.5766666666666667
0.4166666666666667,22.0,0.5505555555555556
0.3194444444444444,22.1,0.6005555555555556
0.2872222222222222,19.5,0.5
0.3055555555555556,18.8,0.3172222222222222
0.3249999999999999,18.7,0.3172222222222222
0.2927777777777777,18.1,0.2866666666666667
0.3472222222222222,18.3,0.3127777777777777
0.3083333333333333,18.5,0.5
0.2944444444444444,15.7,0.535
0.2944444444444444,17.2,0.5766666666666667
0.3516666666666667,18.8,0.4894444444444444
0.3472222222222222,17.7,0.4477777777777778
0.3422222222222222,16.7,0.4944444444444444
0.3522222222222222,15.2,0.4827777777777777
0.3644444444444444,16.2,0.4305555555555556
0.44,17.1,0.3783333333333333
0.5233333333333333,15.8,0.4038888888888888
0.5511111111111111,16.8,0.3422222222222222
0.5416666666666666,13.0,0.2916666666666667
0.5588888888888889,16.9,0.2916666666666667
0.62,18.1,0.2916666666666667
0.5694444444444444,16.1,0.2966666666666666
0.5127777777777778,18.2,0.2966666666666666
0.4816666666666667,20.8,0.2966666666666666
0.3522222222222222,20.8,0.2972222222222222
0.3366666666666666,18.9,0.3055555555555556
0.2688888888888889,21.7,0.3088888888888889
0.3105555555555555,23.1,0.3088888888888889
0.3144444444444444,21.2,0.3088888888888889
0.3127777777777777,19.0,0.3316666666666666
0.3227777777777778,21.4,0.3472222222222222
0.3644444444444444,19.7,0.3472222222222222
0.4138888888888889,22.8,0.3472222222222222
0.4488888888888889,22.3,0.4688888888888888
0.508888888888889,20.7,0.58
0.4933333333333334,21.7,0.6061111111111112
0.5244444444444444,22.8,0.5707407407407408
0.54,24.5,0.5353703703703704
0.61,22.9,0.5
0.68,24.2,0.5166666666666667
0.75,26.4,0.4905555555555556
0.6770833333333334,25.0,0.4516666666666667
0.5991666666666667,20.9,0.4238888888888888
0.6129166666666667,20.5,0.4233333333333333
0.6025,21.2,0.5161111111111111
0.5070833333333333,21.3,0.4755555555555555
0.5695833333333333,21.9,0.4816666666666667
0.6177083333333333,20.7,0.548888888888889
0.6658333333333334,20.1,0.5538888888888889
0.5825,22.3,0.4583333333333333
0.4783333333333333,21.6,0.4166666666666667
0.4220833333333333,21.9,0.3194444444444444
0.3733333333333333,21.6,0.2872222222222222
0.3733333333333333,18.3,0.3055555555555556
0.38875,18.3,0.3249999999999999
0.375,18.6,0.2927777777777777
0.36125,18.1,0.3472222222222222
0.3079166666666666,18.0,0.3083333333333333
0.2870833333333333,16.2,0.2944444444444444
0.2870833333333333,18.0,0.2944444444444444
0.2870833333333333,19.7,0.3516666666666667
0.2870833333333333,18.8,0.3472222222222222
0.2870833333333333,17.9,0.3422222222222222
0.3495833333333333,15.0,0.3522222222222222
0.4720833333333333,17.0,0.3644444444444444
0.4908333333333333,14.9,0.44
0.5045833333333333,14.5,0.5233333333333333
0.5808333333333333,15.9,0.5511111111111111
0.595,15.0,0.5416666666666666
0.60875,13.9,0.5588888888888889
0.6366666666666666,14.0,0.62
0.6804166666666666,16.1,0.5694444444444444
0.625,16.0,0.5127777777777778
0.5279166666666667,15.6,0.4816666666666667
0.42375,19.0,0.3522222222222222
0.38875,19.3,0.3366666666666666
0.38875,19.6,0.2688888888888889
0.3404166666666666,20.4,0.3105555555555555
0.32625,20.4,0.3144444444444444
0.3170833333333333,20.2,0.3127777777777777
0.3308333333333333,18.9,0.3227777777777778
0.4075,19.0,0.3644444444444444
0.4766666666666666,20.2,0.4138888888888889
0.7083333333333334,19.2,0.4488888888888889
0.7083333333333334,17.8,0.508888888888889
0.7637499999999999,20.1,0.4933333333333334
0.7637499999999999,19.9,0.5244444444444444
0.7637499999999999,21.6,0.54
0.7637499999999999,20.3,0.61
0.38875,21.5,0.68
0.4166666666666667,21.6,0.75
0.375,20.3,0.6770833333333334
0.4166666666666667,19.8,0.5991666666666667
0.7637499999999999,23.0,0.6129166666666667
0.9445833333333334,23.2,0.6025
1.01375,22.9,0.5070833333333333
1.01375,22.1,0.5695833333333333
1.2666666666666666,20.5,0.6177083333333333
1.4195833333333334,22.1,0.6658333333333334
1.569583333333333,22.2,0.5825
1.48625,22.4,0.4783333333333333
0.7279166666666667,22.3,0.4220833333333333
0.7000000000000001,22.1,0.3733333333333333
0.6445833333333334,22.0,0.3733333333333333
0.7166666666666667,21.5,0.38875
0.6041666666666666,21.6,0.375
0.7041666666666666,23.1,0.36125
0.7845833333333333,19.0,0.3079166666666666
0.8612500000000001,20.1,0.2870833333333333
0.9333333333333332,18.0,0.2870833333333333
1.0054166666666666,16.8,0.2870833333333333
0.8416666666666667,16.194594594594594,0.2870833333333333
0.9945833333333334,14.5,0.2870833333333333
1.0054166666666666,18.7,0.3495833333333333
0.8945833333333333,17.0,0.4720833333333333
0.7083333333333334,15.1,0.4908333333333333
0.5279166666666667,15.5,0.5045833333333333
0.46125,15.7,0.5808333333333333
0.38875,13.9,0.595
0.36375,15.9,0.60875
0.3779166666666667,15.8,0.6366666666666666
0.35,15.8,0.6804166666666666
0.33625,17.4,0.625
0.33625,16.2,0.5279166666666667
0.2870833333333333,14.7,0.42375
0.2870833333333333,16.5,0.38875
0.2870833333333333,15.2,0.38875
0.3054166666666666,17.4,0.3404166666666666
0.3195833333333333,17.0,0.32625
0.3333333333333333,19.7,0.3170833333333333
0.3333333333333333,18.7,0.3308333333333333
0.3195833333333333,18.5,0.4075
0.375,19.9,0.4766666666666666
0.4258333333333333,20.9,0.7083333333333334
0.38875,21.0,0.7083333333333334
0.4445833333333333,21.4,0.7637499999999999
0.4583333333333333,21.1,0.7637499999999999
0.38875,21.6,0.7637499999999999
0.375,20.5,0.7637499999999999
0.3404166666666666,20.5,0.38875
0.3470833333333333,22.1,0.4166666666666667
0.5070833333333333,20.8,0.375
0.5208333333333334,20.6,0.4166666666666667
0.5345833333333333,21.1,0.7637499999999999
0.5208333333333334,20.0,0.9445833333333334
0.7291666666666666,24.3,1.01375
1.0,23.0,1.01375
1.125,21.4,1.2666666666666666
1.1666666666666667,23.3,1.4195833333333334
1.125,23.0,1.569583333333333
0.96125,22.6,1.48625
0.8612500000000001,22.8,0.7279166666666667
0.6945833333333334,23.4,0.7000000000000001
0.7083333333333334,22.3,0.6445833333333334
0.5750000000000001,21.4,0.7166666666666667
0.6154166666666666,22.0,0.6041666666666666
0.79625,21.3,0.7041666666666666
0.7916666666666666,19.6,0.7845833333333333
0.8779166666666667,21.1,0.8612500000000001
0.944375,20.1,0.9333333333333332
1.0333333333333334,19.1,1.0054166666666666
1.0,19.2,0.8416666666666667
1.1666666666666667,18.6,0.9945833333333334
1.25,16.6,1.0054166666666666
1.305416666666667,16.8,0.8945833333333333
1.23625,16.2,0.7083333333333334
1.2291666666666667,15.7,0.5279166666666667
1.2291666666666667,17.3,0.46125
1.1529166666666668,13.5,0.38875
1.0833333333333333,15.1,0.36375
0.7666666666666666,15.4,0.3779166666666667
0.8166666666666668,18.4,0.35
0.8166666666666668,17.4,0.33625
0.775,16.8,0.33625
0.75,15.6,0.2870833333333333
0.7916666666666666,17.5,0.2870833333333333
0.4375,17.4,0.2870833333333333
0.4083333333333334,19.7,0.3054166666666666
0.375,19.0,0.3195833333333333
0.3541666666666667,20.5,0.3333333333333333
0.3333333333333333,19.5,0.3333333333333333
0.4083333333333334,20.3,0.3195833333333333
0.3666666666666667,22.0,0.375
0.3541666666666667,22.5,0.4258333333333333
0.503125,21.5,0.38875
0.6520833333333333,20.5,0.4445833333333333
0.8010416666666667,21.4,0.4583333333333333
0.95,23.3,0.38875
0.95,22.1,0.375
1.5104166666666667,24.2,0.3404166666666666
1.225,23.9,0.3470833333333333
0.75,22.8,0.5070833333333333
0.6770833333333334,23.8,0.5208333333333334
0.5625,21.4,0.5345833333333333
0.5625,22.8,0.5208333333333334
0.625,23.2,0.7291666666666666
