dt,Alface Americana - Roça,Alface Crespa - Roça,Alface Lisa - Roça,Alface Americana - Atacado,Alface Crespa - Atacado
2016-04-22 00:00:00+00:00,0.5925,0.6165,0.618,,
2016-04-29 00:00:00+00:00,1.0,0.4261111111111111,0.5,,
2016-05-06 00:00:00+00:00,1.0416666666666667,0.43777777777777777,0.4794444444444445,,
2016-05-13 00:00:00+00:00,1.0558333333333334,0.4305555555555556,0.4305555555555556,,
2016-05-20 00:00:00+00:00,0.7641666666666667,0.4444444444444444,0.3983333333333333,,
2016-05-27 00:00:00+00:00,0.6108333333333333,0.4538888888888889,0.4261111111111111,,
2016-06-03 00:00:00+00:00,0.68,0.35444444444444445,0.34055555555555556,,
2016-06-10 00:00:00+00:00,0.6166666666666667,0.315,0.315,,
2016-06-17 00:00:00+00:00,0.9441666666666667,0.7777777777777778,0.7777777777777778,,
2016-06-24 00:00:00+00:00,0.9441666666666667,0.7777777777777778,0.7777777777777778,,
2016-07-08 00:00:00+00:00,0.75,0.3983333333333333,0.3983333333333333,,
2016-07-14 00:00:00+00:00,0.75,0.3888888888888889,0.4261111111111111,,
2016-07-22 00:00:00+00:00,0.7775,0.3705555555555555,0.3705555555555555,,
2016-07-29 00:00:00+00:00,0.6941666666666667,0.3427777777777778,0.3427777777777778,,
2016-08-05 00:00:00+00:00,0.5833333333333334,0.3472222222222222,0.3472222222222222,,
2016-08-12 00:00:00+00:00,0.5558333333333333,0.2961111111111111,0.3055555555555556,,
2016-08-19 00:00:00+00:00,0.61,0.2961111111111111,0.25,,
2016-08-26 00:00:00+00:00,0.5833333333333334,0.2961111111111111,0.315,,
2016-09-01 00:00:00+00:00,0.43083333333333335,0.25,0.24333333333333332,,
2016-09-09 00:00:00+00:00,0.4166666666666667,0.25,0.23166666666666666,,
2016-09-16 00:00:00+00:00,0.4483333333333333,0.25722222222222224,0.2711111111111111,,
2016-09-23 00:00:00+00:00,0.4725,0.2638888888888889,0.2711111111111111,,
2016-09-30 00:00:00+00:00,0.4166666666666667,0.2361111111111111,0.2222222222222222,,
2016-10-07 00:00:00+00:00,0.4583333333333333,0.25,0.25,,
2016-10-14 00:00:00+00:00,0.4725,0.23166666666666666,0.315,,
2016-10-21 00:00:00+00:00,0.4725,0.24055555555555555,0.3516666666666667,,
2016-10-27 00:00:00+00:00,0.5275,0.315,0.3794444444444445,,
2016-11-03 00:00:00+00:00,0.625,0.3415,0.32999999999999996,,
2016-11-09 00:00:00+00:00,0.5625,0.2638888888888889,0.3238888888888889,,
2016-11-18 00:00:00+00:00,0.4791666666666667,0.23944444444444443,0.3055555555555556,,
2016-11-23 00:00:00+00:00,0.5625,0.2777777777777778,0.2777777777777778,,
2016-11-30 00:00:00+00:00,0.6108333333333333,0.3472222222222222,0.3844444444444444,,
2016-12-07 00:00:00+00:00,0.6358333333333334,0.4166666666666667,0.3888888888888889,,
2016-12-15 00:00:00+00:00,0.7225,0.35444444444444445,0.435,,
2017-01-04 00:00:00+00:00,0.6391666666666667,0.36833333333333335,0.3611111111111111,,
2017-01-12 00:00:00+00:00,0.6525,0.4027777777777778,0.3427777777777778,,
2017-01-19 00:00:00+00:00,0.6108333333333333,0.2777777777777778,0.2961111111111111,,
2017-01-26 00:00:00+00:00,0.6941666666666667,0.3238888888888889,0.315,,
2017-02-01 00:00:00+00:00,0.7775,0.4538888888888889,0.4027777777777778,,
2017-02-09 00:00:00+00:00,0.8333333333333334,0.4583333333333333,0.4677777777777778,,
2017-02-15 00:00:00+00:00,0.75,0.3516666666666667,0.3472222222222222,,
2017-02-22 00:00:00+00:00,0.75,0.3516666666666667,0.4027777777777778,,
2017-03-02 00:00:00+00:00,0.7816666666666667,0.3472222222222222,0.3427777777777778,,
2017-03-09 00:00:00+00:00,0.6666666666666666,0.25833333333333336,0.3333333333333333,,
2017-03-16 00:00:00+00:00,0.7083333333333334,0.32999999999999996,0.32999999999999996,,
2017-03-23 00:00:00+00:00,0.6391666666666667,0.3888888888888889,0.3888888888888889,,
2017-03-30 00:00:00+00:00,0.7400000000000001,0.4516666666666667,0.5,,
2017-03-30 00:00:00+00:00,0.7400000000000001,0.4516666666666667,0.5972222222222222,,
2017-04-06 00:00:00+00:00,0.7916666666666666,0.3983333333333333,0.5094444444444445,,
2017-04-13 00:00:00+00:00,0.9433333333333334,0.4227777777777778,0.5222222222222223,,
2017-04-20 00:00:00+00:00,0.7875,0.5211111111111112,0.5733333333333334,,
2017-04-27 00:00:00+00:00,0.8491666666666666,0.5138888888888888,0.55,,
2017-05-04 00:00:00+00:00,0.7816666666666667,0.5416666666666666,0.5138888888888888,,
2017-05-11 00:00:00+00:00,0.725,0.4677777777777778,0.4444444444444444,,
2017-05-18 00:00:00+00:00,0.6983333333333334,0.375,0.43777777777777777,,
2017-05-25 00:00:00+00:00,0.6666666666666666,0.3222222222222222,0.3222222222222222,,
2017-06-01 00:00:00+00:00,0.7083333333333334,0.55,0.5694444444444444,,
2017-06-08 00:00:00+00:00,0.775,0.58,0.5616666666666666,,
2017-06-16 00:00:00+00:00,0.8125,0.6016666666666667,0.5905555555555556,,
2017-06-23 00:00:00+00:00,0.7916666666666666,0.40555555555555556,0.40555555555555556,,
2017-06-30 00:00:00+00:00,0.8333333333333334,0.37222222222222223,0.40555555555555556,,
2017-07-06 00:00:00+00:00,0.9375,0.41111111111111115,0.41111111111111115,,
2017-07-14 00:00:00+00:00,0.9691666666666667,0.4222222222222222,0.4027777777777778,,
2017-07-21 00:00:00+00:00,0.8833333333333333,0.42944444444444446,0.44999999999999996,,
2017-07-28 00:00:00+00:00,0.8125,0.4072222222222222,0.4627777777777778,,
2017-08-04 00:00:00+00:00,0.7083333333333334,0.3888888888888889,0.44999999999999996,,
2017-08-11 00:00:00+00:00,0.5733333333333334,0.3333333333333333,0.3333333333333333,,
2017-08-18 00:00:00+00:00,0.5833333333333334,0.31277777777777777,0.31277777777777777,,
2017-08-24 00:00:00+00:00,0.5,0.2744444444444445,0.2683333333333333,,
2017-08-31 00:00:00+00:00,0.4583333333333333,0.24555555555555555,0.23944444444444443,,
2017-09-08 00:00:00+00:00,0.4583333333333333,0.24055555555555555,0.24722222222222223,,
2017-09-15 00:00:00+00:00,0.42333333333333334,0.22944444444444445,0.21666666666666667,,
2017-09-21 00:00:00+00:00,0.4166666666666667,0.24055555555555555,0.2127777777777778,,
2017-09-29 00:00:00+00:00,0.43083333333333335,0.20555555555555557,0.20166666666666666,,
2017-10-06 00:00:00+00:00,0.43083333333333335,0.20166666666666666,0.20166666666666666,,
2017-10-13 00:00:00+00:00,0.4083333333333334,0.18777777777777777,0.20833333333333334,,
2017-10-20 00:00:00+00:00,0.4066666666666667,0.20166666666666666,0.20166666666666666,,
2017-10-27 00:00:00+00:00,0.4583333333333333,0.21555555555555556,0.285,,
2017-11-10 00:00:00+00:00,0.4583333333333333,0.18888888888888888,0.22944444444444445,,
2017-11-17 00:00:00+00:00,0.5141666666666667,0.22944444444444445,0.2683333333333333,,
2017-11-24 00:00:00+00:00,0.6416666666666667,0.3194444444444444,0.44999999999999996,,
2017-12-01 00:00:00+00:00,0.6875,0.34055555555555556,0.4261111111111111,,
2017-12-08 00:00:00+00:00,0.7291666666666666,0.4627777777777778,0.4816666666666667,,
2017-12-15 00:00:00+00:00,0.8233333333333334,0.44999999999999996,0.49444444444444446,,
2017-12-22 00:00:00+00:00,0.625,0.37277777777777776,0.4305555555555556,,
2017-12-28 00:00:00+00:00,0.625,0.4072222222222222,0.4305555555555556,,
2018-01-05 00:00:00+00:00,0.625,0.4072222222222222,0.4305555555555556,,
2018-01-12 00:00:00+00:00,0.7775,0.44166666666666665,0.4794444444444445,,
2018-01-19 00:00:00+00:00,0.6108333333333333,0.4872222222222222,0.548888888888889,,
2018-01-26 00:00:00+00:00,1.0,0.4305555555555556,0.43777777777777777,,
2018-02-02 00:00:00+00:00,0.7083333333333334,0.3572222222222222,0.3888888888888889,,
2018-02-09 00:00:00+00:00,0.7708333333333334,0.32666666666666666,0.3888888888888889,,
2018-02-16 00:00:00+00:00,0.75,0.4305555555555556,0.5416666666666666,,
2018-02-23 00:00:00+00:00,0.7083333333333334,0.5161111111111111,0.5461111111111111,,
2018-03-02 00:00:00+00:00,0.875,0.4905555555555556,0.5138888888888888,,
2018-03-09 00:00:00+00:00,0.875,0.4072222222222222,0.3888888888888889,,
2018-03-16 00:00:00+00:00,0.7358333333333333,0.4277777777777778,0.4277777777777778,,
2018-03-29 00:00:00+00:00,0.8958333333333334,0.5344444444444444,0.5666666666666667,,
2018-04-06 00:00:00+00:00,0.9166666666666666,0.6183333333333334,0.6183333333333334,,
2018-04-13 00:00:00+00:00,0.9858333333333333,0.5522222222222222,0.6388888888888888,,
2018-04-20 00:00:00+00:00,1.24,0.6611111111111111,0.6555555555555556,,
2018-04-27 00:00:00+00:00,1.3166666666666667,0.6155555555555555,0.6944444444444444,,
2018-05-04 00:00:00+00:00,1.2641666666666667,0.5555555555555556,0.6294444444444445,,
2018-05-11 00:00:00+00:00,0.9249999999999999,0.47777777777777775,0.5077777777777778,,
2018-05-18 00:00:00+00:00,0.7641666666666667,0.36833333333333335,0.4305555555555556,,
2018-06-08 00:00:00+00:00,0.5625,0.29333333333333333,0.37,,
2018-06-15 00:00:00+00:00,,0.25,0.29888888888888887,,
2018-06-22 00:00:00+00:00,0.5625,0.2544444444444445,0.3161111111111111,,
2018-06-29 00:00:00+00:00,0.625,0.2833333333333333,0.3383333333333333,,
2018-07-06 00:00:00+00:00,0.6666666666666666,0.3983333333333333,0.4627777777777778,,
2018-07-12 00:00:00+00:00,0.7083333333333334,0.41833333333333333,0.48888888888888893,,
2018-07-20 00:00:00+00:00,0.7358333333333333,0.32,0.435,,
2018-07-27 00:00:00+00:00,0.8125,0.36000000000000004,0.4211111111111111,,
2018-08-02 00:00:00+00:00,0.7708333333333334,0.3433333333333333,0.4655555555555556,,
2018-08-10 00:00:00+00:00,0.7291666666666666,0.35,0.4722222222222222,,
2018-08-16 00:00:00+00:00,0.7916666666666666,0.44277777777777777,0.5094444444444445,,
2018-08-24 00:00:00+00:00,0.7291666666666666,0.5433333333333333,0.565,,
2018-08-31 00:00:00+00:00,0.7358333333333333,0.6044444444444445,0.5766666666666667,,
2018-09-06 00:00:00+00:00,0.6875,0.5,0.5,,
2018-09-14 00:00:00+00:00,0.7083333333333334,0.4166666666666667,0.4166666666666667,,
2018-09-21 00:00:00+00:00,0.6875,0.4166666666666667,0.5,,
2018-09-28 00:00:00+00:00,0.75,0.37722222222222224,0.3611111111111111,,
2018-10-05 00:00:00+00:00,0.7708333333333334,0.4088888888888889,0.3888888888888889,,
2018-10-11 00:00:00+00:00,0.8125,0.4444444444444444,0.4444444444444444,,
2018-10-19 00:00:00+00:00,1.0208333333333333,0.3705555555555555,0.3705555555555555,,
2018-10-26 00:00:00+00:00,0.7083333333333334,0.3644444444444444,0.3611111111111111,,
2018-11-01 00:00:00+00:00,0.8125,0.42388888888888887,0.3794444444444445,,
2018-11-09 00:00:00+00:00,0.7916666666666666,0.3611111111111111,0.3611111111111111,,
2018-11-16 00:00:00+00:00,0.9166666666666666,0.3611111111111111,0.3611111111111111,,
2018-11-23 00:00:00+00:00,0.875,0.3288888888888889,0.3288888888888889,,
2018-11-30 00:00:00+00:00,0.8058333333333333,0.33666666666666667,0.3516666666666667,,
2018-12-07 00:00:00+00:00,0.9166666666666666,0.3055555555555556,0.3055555555555556,,
2018-12-14 00:00:00+00:00,0.8608333333333333,0.3011111111111111,0.3055555555555556,,
2018-12-21 00:00:00+00:00,0.5625,0.2638888888888889,0.2638888888888889,,
2019-01-11 00:00:00+00:00,0.875,0.5,0.5,,
2019-01-18 00:00:00+00:00,1.0,0.4627777777777778,0.5277777777777778,,
2019-01-25 00:00:00+00:00,0.9583333333333334,0.4794444444444445,0.5211111111111112,,
2019-02-08 00:00:00+00:00,1.0,0.75,0.75,,
2019-02-15 00:00:00+00:00,1.25,0.8405555555555556,0.8405555555555556,,
2019-02-22 00:00:00+00:00,1.25,0.8516666666666667,0.8516666666666667,,
2019-03-08 00:00:00+00:00,1.6666666666666667,0.9861111111111112,0.9861111111111112,,
2019-03-15 00:00:00+00:00,1.3891666666666669,1.0183333333333333,1.0183333333333333,,
2019-03-22 00:00:00+00:00,1.3208333333333333,0.9722222222222222,0.9722222222222222,,
2019-03-29 00:00:00+00:00,0.9166666666666666,0.75,0.75,,
2019-04-05 00:00:00+00:00,1.0,0.715,0.7083333333333334,,
2019-04-12 00:00:00+00:00,0.9166666666666666,0.5766666666666667,0.5555555555555556,,
2019-04-18 00:00:00+00:00,0.8333333333333334,0.5505555555555556,0.5555555555555556,,
2019-04-26 00:00:00+00:00,0.875,0.6005555555555556,0.6205555555555555,,
2019-05-03 00:00:00+00:00,0.8608333333333333,0.5,0.4861111111111111,,
2019-05-10 00:00:00+00:00,0.5625,0.31722222222222224,0.31722222222222224,,
2019-05-17 00:00:00+00:00,0.5625,0.31722222222222224,0.31722222222222224,,
2019-05-24 00:00:00+00:00,0.5833333333333334,0.2866666666666667,0.27055555555555555,,
2019-05-31 00:00:00+00:00,0.5833333333333334,0.31277777777777777,0.3055555555555556,,
2019-06-07 00:00:00+00:00,0.875,0.5,0.5,,
2019-06-14 00:00:00+00:00,0.875,0.535,0.5044444444444445,,
2019-06-21 00:00:00+00:00,0.7916666666666666,0.5766666666666667,0.5766666666666667,,
2019-06-27 00:00:00+00:00,0.8125,0.48944444444444446,0.5138888888888888,,
2019-07-05 00:00:00+00:00,0.7083333333333334,0.44777777777777783,0.5044444444444445,,
2019-07-12 00:00:00+00:00,0.7083333333333334,0.49444444444444446,0.5044444444444445,,
2019-07-19 00:00:00+00:00,0.6875,0.48277777777777775,0.5044444444444445,,
2019-07-26 00:00:00+00:00,0.75,0.4305555555555556,0.4794444444444445,,
2019-08-02 00:00:00+00:00,0.75,0.3783333333333333,0.3933333333333333,,
2019-08-09 00:00:00+00:00,0.6875,0.40388888888888885,0.415,,
2019-08-16 00:00:00+00:00,0.6041666666666666,0.3422222222222222,0.345,,
2019-08-23 00:00:00+00:00,0.6041666666666666,0.2916666666666667,0.2777777777777778,,
2019-08-29 00:00:00+00:00,0.6041666666666666,0.2916666666666667,0.2777777777777778,,
2019-09-06 00:00:00+00:00,0.6041666666666666,0.2916666666666667,0.2777777777777778,,
2019-09-13 00:00:00+00:00,0.6041666666666666,0.29666666666666663,0.29833333333333334,,
2019-09-20 00:00:00+00:00,0.6041666666666666,0.29666666666666663,0.29833333333333334,,
2019-09-27 00:00:00+00:00,0.5075,0.29666666666666663,0.29833333333333334,,
2019-10-04 00:00:00+00:00,0.6041666666666666,0.2972222222222222,0.29888888888888887,,
2019-10-10 00:00:00+00:00,0.5208333333333334,0.3055555555555556,0.31,,
2019-10-18 00:00:00+00:00,0.5625,0.3088888888888889,0.315,,
2019-10-25 00:00:00+00:00,0.5625,0.3088888888888889,0.315,,
2019-10-31 00:00:00+00:00,0.5625,0.3088888888888889,0.29888888888888887,,
2019-11-08 00:00:00+00:00,0.6875,0.33166666666666667,0.3238888888888889,,
2019-11-14 00:00:00+00:00,0.7083333333333334,0.3472222222222222,0.3472222222222222,,
2019-11-22 00:00:00+00:00,0.6875,0.3472222222222222,0.3238888888888889,,
2019-11-29 00:00:00+00:00,0.6875,0.3472222222222222,0.3472222222222222,,
2019-12-06 00:00:00+00:00,0.7708333333333334,0.46888888888888886,0.4583333333333333,,
2019-12-12 00:00:00+00:00,0.875,0.58,0.6344444444444445,,
2019-12-19 00:00:00+00:00,0.875,0.6061111111111112,0.6344444444444445,,
2020-01-09 00:00:00+00:00,0.875,0.5,0.4861111111111111,,
2020-01-16 00:00:00+00:00,0.9583333333333334,0.5166666666666667,0.5,,
2020-01-23 00:00:00+00:00,0.9166666666666666,0.4905555555555556,0.4861111111111111,,
2020-01-30 00:00:00+00:00,0.875,0.4516666666666667,0.4627777777777778,,
2020-02-06 00:00:00+00:00,0.7083333333333334,0.42388888888888887,0.4261111111111111,,
2020-02-13 00:00:00+00:00,0.75,0.42333333333333334,0.4272222222222222,,
2020-02-21 00:00:00+00:00,0.875,0.5161111111111111,0.4305555555555556,,
2020-02-28 00:00:00+00:00,0.875,0.47555555555555556,0.4955555555555555,,
2020-03-06 00:00:00+00:00,0.875,0.4816666666666667,0.4816666666666667,,
2020-03-13 00:00:00+00:00,0.875,0.548888888888889,0.4816666666666667,,
2020-03-19 00:00:00+00:00,1.0833333333333333,0.5538888888888889,0.5372222222222223,,
2020-03-26 00:00:00+00:00,0.7291666666666666,0.4583333333333333,0.4583333333333333,,
